n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers,n_q_head,block_size,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,mlp_time_stats.emb.min,mlp_time_stats.emb.max,mlp_time_stats.emb.mean,mlp_time_stats.emb.median,mlp_time_stats.emb.std,mlp_time_stats.input_layernorm.min,mlp_time_stats.input_layernorm.max,mlp_time_stats.input_layernorm.mean,mlp_time_stats.input_layernorm.median,mlp_time_stats.input_layernorm.std,mlp_time_stats.attn_pre_proj.min,mlp_time_stats.attn_pre_proj.max,mlp_time_stats.attn_pre_proj.mean,mlp_time_stats.attn_pre_proj.median,mlp_time_stats.attn_pre_proj.std,mlp_time_stats.attn_rope.min,mlp_time_stats.attn_rope.max,mlp_time_stats.attn_rope.mean,mlp_time_stats.attn_rope.median,mlp_time_stats.attn_rope.std,mlp_time_stats.attn_post_proj.min,mlp_time_stats.attn_post_proj.max,mlp_time_stats.attn_post_proj.mean,mlp_time_stats.attn_post_proj.median,mlp_time_stats.attn_post_proj.std,mlp_time_stats.post_attention_layernorm.min,mlp_time_stats.post_attention_layernorm.max,mlp_time_stats.post_attention_layernorm.mean,mlp_time_stats.post_attention_layernorm.median,mlp_time_stats.post_attention_layernorm.std,mlp_time_stats.mlp_up_proj.min,mlp_time_stats.mlp_up_proj.max,mlp_time_stats.mlp_up_proj.mean,mlp_time_stats.mlp_up_proj.median,mlp_time_stats.mlp_up_proj.std,mlp_time_stats.mlp_act.min,mlp_time_stats.mlp_act.max,mlp_time_stats.mlp_act.mean,mlp_time_stats.mlp_act.median,mlp_time_stats.mlp_act.std,mlp_time_stats.mlp_down_proj.min,mlp_time_stats.mlp_down_proj.max,mlp_time_stats.mlp_down_proj.mean,mlp_time_stats.mlp_down_proj.median,mlp_time_stats.mlp_down_proj.std,mlp_time_stats.add.min,mlp_time_stats.add.max,mlp_time_stats.add.mean,mlp_time_stats.add.median,mlp_time_stats.add.std,mlp_time_stats.attn_input_reshape.min,mlp_time_stats.attn_input_reshape.max,mlp_time_stats.attn_input_reshape.mean,mlp_time_stats.attn_input_reshape.median,mlp_time_stats.attn_input_reshape.std,mlp_time_stats.attn_kv_cache_save.min,mlp_time_stats.attn_kv_cache_save.max,mlp_time_stats.attn_kv_cache_save.mean,mlp_time_stats.attn_kv_cache_save.median,mlp_time_stats.attn_kv_cache_save.std,mlp_time_stats.attn_prefill.min,mlp_time_stats.attn_prefill.max,mlp_time_stats.attn_prefill.mean,mlp_time_stats.attn_prefill.median,mlp_time_stats.attn_prefill.std,mlp_time_stats.attn_decode.min,mlp_time_stats.attn_decode.max,mlp_time_stats.attn_decode.mean,mlp_time_stats.attn_decode.median,mlp_time_stats.attn_decode.std,mlp_time_stats.attn_output_reshape.min,mlp_time_stats.attn_output_reshape.max,mlp_time_stats.attn_output_reshape.mean,mlp_time_stats.attn_output_reshape.median,mlp_time_stats.attn_output_reshape.std,att_time_stats.emb.min,att_time_stats.emb.max,att_time_stats.emb.mean,att_time_stats.emb.median,att_time_stats.emb.std,att_time_stats.input_layernorm.min,att_time_stats.input_layernorm.max,att_time_stats.input_layernorm.mean,att_time_stats.input_layernorm.median,att_time_stats.input_layernorm.std,att_time_stats.attn_pre_proj.min,att_time_stats.attn_pre_proj.max,att_time_stats.attn_pre_proj.mean,att_time_stats.attn_pre_proj.median,att_time_stats.attn_pre_proj.std,att_time_stats.attn_rope.min,att_time_stats.attn_rope.max,att_time_stats.attn_rope.mean,att_time_stats.attn_rope.median,att_time_stats.attn_rope.std,att_time_stats.attn_post_proj.min,att_time_stats.attn_post_proj.max,att_time_stats.attn_post_proj.mean,att_time_stats.attn_post_proj.median,att_time_stats.attn_post_proj.std,att_time_stats.post_attention_layernorm.min,att_time_stats.post_attention_layernorm.max,att_time_stats.post_attention_layernorm.mean,att_time_stats.post_attention_layernorm.median,att_time_stats.post_attention_layernorm.std,att_time_stats.mlp_up_proj.min,att_time_stats.mlp_up_proj.max,att_time_stats.mlp_up_proj.mean,att_time_stats.mlp_up_proj.median,att_time_stats.mlp_up_proj.std,att_time_stats.mlp_act.min,att_time_stats.mlp_act.max,att_time_stats.mlp_act.mean,att_time_stats.mlp_act.median,att_time_stats.mlp_act.std,att_time_stats.mlp_down_proj.min,att_time_stats.mlp_down_proj.max,att_time_stats.mlp_down_proj.mean,att_time_stats.mlp_down_proj.median,att_time_stats.mlp_down_proj.std,att_time_stats.add.min,att_time_stats.add.max,att_time_stats.add.mean,att_time_stats.add.median,att_time_stats.add.std,att_time_stats.attn_input_reshape.min,att_time_stats.attn_input_reshape.max,att_time_stats.attn_input_reshape.mean,att_time_stats.attn_input_reshape.median,att_time_stats.attn_input_reshape.std,att_time_stats.attn_kv_cache_save.min,att_time_stats.attn_kv_cache_save.max,att_time_stats.attn_kv_cache_save.mean,att_time_stats.attn_kv_cache_save.median,att_time_stats.attn_kv_cache_save.std,att_time_stats.attn_prefill.min,att_time_stats.attn_prefill.max,att_time_stats.attn_prefill.mean,att_time_stats.attn_prefill.median,att_time_stats.attn_prefill.std,att_time_stats.attn_decode.min,att_time_stats.attn_decode.max,att_time_stats.attn_decode.mean,att_time_stats.attn_decode.median,att_time_stats.attn_decode.std,att_time_stats.attn_output_reshape.min,att_time_stats.attn_output_reshape.max,att_time_stats.attn_output_reshape.mean,att_time_stats.attn_output_reshape.median,att_time_stats.attn_output_reshape.std
32,32,4096,11008,32768,True,1,1,32,128,128,1,64,0,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.213,0.214,0.21395000000000003,0.214,0.00021794494717703388,0.005,0.006,0.005750000000000001,0.006,0.00043301270189221935,0.074,0.075,0.07405000000000002,0.074,0.00021794494717703385,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.367,0.369,0.36810000000000004,0.368,0.0004358898943540677,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18249999999999997,0.1825,0.0005000000000000006,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.034,0.035,0.034600000000000006,0.035,0.0004898979485566361,0.008,0.01,0.009000000000000003,0.009000000000000001,0.000316227766016838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.213,0.214,0.21395000000000003,0.214,0.00021794494717703388,0.005,0.006,0.005750000000000001,0.006,0.00043301270189221935,0.074,0.075,0.07405000000000002,0.074,0.00021794494717703385,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.367,0.369,0.36810000000000004,0.368,0.0004358898943540677,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18249999999999997,0.1825,0.0005000000000000006,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.034,0.035,0.034600000000000006,0.035,0.0004898979485566361,0.008,0.01,0.009000000000000003,0.009000000000000001,0.000316227766016838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,64,64,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.213,0.214,0.21395000000000003,0.214,0.00021794494717703388,0.005,0.006,0.005700000000000001,0.006,0.00045825756949558394,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.367,0.369,0.3681500000000001,0.368,0.0004769696007084732,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18244999999999997,0.182,0.0004974937185533104,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.034,0.035,0.03445000000000001,0.034,0.0004974937185533104,0.012,0.013000000000000001,0.012900000000000003,0.013000000000000001,0.00030000000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.213,0.214,0.21395000000000003,0.214,0.00021794494717703388,0.005,0.006,0.005700000000000001,0.006,0.00045825756949558394,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.367,0.369,0.3681500000000001,0.368,0.0004769696007084732,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18244999999999997,0.182,0.0004974937185533104,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.034,0.035,0.03445000000000001,0.034,0.0004974937185533104,0.012,0.013000000000000001,0.012900000000000003,0.013000000000000001,0.00030000000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,80,0,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.216,0.21475,0.215,0.0005361902647381809,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.075,0.07405,0.074,0.00021794494717703385,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.36805000000000004,0.368,0.00021794494717703385,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18249999999999997,0.1825,0.0005000000000000004,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.043000000000000003,0.044,0.04310000000000001,0.043000000000000003,0.0002999999999999982,0.014,0.014,0.014000000000000002,0.014,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.216,0.21475,0.215,0.0005361902647381809,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.075,0.07405,0.074,0.00021794494717703385,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.36805000000000004,0.368,0.00021794494717703385,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18249999999999997,0.1825,0.0005000000000000004,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.043000000000000003,0.044,0.04310000000000001,0.043000000000000003,0.0002999999999999982,0.014,0.014,0.014000000000000002,0.014,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,96,0,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.215,0.21489999999999995,0.215,0.00030000000000000024,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.073,0.074,0.07395,0.074,0.00021794494717703385,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.3684,0.368,0.0004898979485566361,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.184,0.18239999999999995,0.182,0.0005830951894845306,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.05,0.051000000000000004,0.05075,0.051000000000000004,0.0004330127018922198,0.014,0.014,0.014000000000000002,0.014,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.215,0.21489999999999995,0.215,0.00030000000000000024,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.073,0.074,0.07395,0.074,0.00021794494717703385,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.3684,0.368,0.0004898979485566361,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.184,0.18239999999999995,0.182,0.0005830951894845306,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.05,0.051000000000000004,0.05075,0.051000000000000004,0.0004330127018922198,0.014,0.014,0.014000000000000002,0.014,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,112,0,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.215,0.216,0.21505000000000002,0.215,0.00021794494717703388,0.005,0.006,0.005900000000000001,0.006,0.00030000000000000003,0.074,0.075,0.07405,0.074,0.00021794494717703388,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.3687,0.369,0.0004582575694955844,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.184,0.18259999999999998,0.183,0.0005830951894845307,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.058,0.06,0.05915,0.059000000000000004,0.0006538348415310989,0.016,0.016,0.016000000000000004,0.016,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.215,0.216,0.21505000000000002,0.215,0.00021794494717703388,0.005,0.006,0.005900000000000001,0.006,0.00030000000000000003,0.074,0.075,0.07405,0.074,0.00021794494717703388,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.3687,0.369,0.0004582575694955844,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.184,0.18259999999999998,0.183,0.0005830951894845307,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.058,0.06,0.05915,0.059000000000000004,0.0006538348415310989,0.016,0.016,0.016000000000000004,0.016,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,128,0,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.216,0.21494999999999997,0.215,0.0003840572873934307,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.075,0.07405000000000002,0.074,0.00021794494717703385,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.367,0.369,0.36795000000000005,0.368,0.0004974937185533105,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18244999999999997,0.182,0.0004974937185533104,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.066,0.068,0.06715,0.067,0.00047696960070847325,0.017,0.017,0.017000000000000005,0.017,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.216,0.21494999999999997,0.215,0.0003840572873934307,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.075,0.07405000000000002,0.074,0.00021794494717703385,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.367,0.369,0.36795000000000005,0.368,0.0004974937185533105,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18244999999999997,0.182,0.0004974937185533104,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.066,0.068,0.06715,0.067,0.00047696960070847325,0.017,0.017,0.017000000000000005,0.017,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,128,0,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.215,0.216,0.21504999999999996,0.215,0.00021794494717703388,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.36825,0.368,0.0004330127018922197,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.184,0.18244999999999997,0.182,0.0005894913061275804,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.067,0.068,0.06735,0.067,0.00047696960070847325,0.017,0.017,0.017000000000000005,0.017,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.215,0.216,0.21504999999999996,0.215,0.00021794494717703388,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.36825,0.368,0.0004330127018922197,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.184,0.18244999999999997,0.182,0.0005894913061275804,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.067,0.068,0.06735,0.067,0.00047696960070847325,0.017,0.017,0.017000000000000005,0.017,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,32,0,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.211,0.213,0.21200000000000002,0.212,0.0003162277660168382,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.36845,0.368,0.0004974937185533104,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18239999999999998,0.182,0.000489897948556636,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.019,0.018500000000000006,0.018500000000000003,0.0004999999999999987,0.007,0.008,0.007200000000000001,0.007,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.211,0.213,0.21200000000000002,0.212,0.0003162277660168382,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.36845,0.368,0.0004974937185533104,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18239999999999998,0.182,0.000489897948556636,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.019,0.018500000000000006,0.018500000000000003,0.0004999999999999987,0.007,0.008,0.007200000000000001,0.007,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,64,0,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.215,0.21405000000000002,0.214,0.00021794494717703385,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.36805000000000004,0.368,0.00021794494717703385,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18249999999999997,0.1825,0.0005000000000000004,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.034,0.035,0.03445000000000001,0.034,0.0004974937185533104,0.008,0.01,0.008850000000000002,0.009000000000000001,0.00047696960070847303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.215,0.21405000000000002,0.214,0.00021794494717703385,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.36805000000000004,0.368,0.00021794494717703385,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18249999999999997,0.1825,0.0005000000000000004,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.034,0.035,0.03445000000000001,0.034,0.0004974937185533104,0.008,0.01,0.008850000000000002,0.009000000000000001,0.00047696960070847303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,96,0,True,AttentionBackend.FLASHINFER,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.216,0.21495000000000003,0.215,0.0004974937185533104,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.3685,0.3685,0.0005000000000000004,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18249999999999997,0.1825,0.0005000000000000004,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.05,0.052000000000000005,0.050900000000000015,0.051000000000000004,0.00043588989435406776,0.014,0.014,0.014000000000000002,0.014,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.214,0.216,0.21495000000000003,0.215,0.0004974937185533104,0.006,0.006,0.006000000000000001,0.006,8.673617379884035e-19,0.074,0.074,0.07400000000000001,0.074,1.3877787807814457e-17,0.004,0.004,0.004000000000000001,0.004,8.673617379884035e-19,0.368,0.369,0.3685,0.3685,0.0005000000000000004,0.007,0.007,0.007000000000000001,0.007,8.673617379884035e-19,0.182,0.183,0.18249999999999997,0.1825,0.0005000000000000004,0.001,0.001,0.0010000000000000002,0.001,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.05,0.052000000000000005,0.050900000000000015,0.051000000000000004,0.00043588989435406776,0.014,0.014,0.014000000000000002,0.014,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
