n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers,n_q_head,block_size,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,mlp_time_stats.emb.min,mlp_time_stats.emb.max,mlp_time_stats.emb.mean,mlp_time_stats.emb.median,mlp_time_stats.emb.std,mlp_time_stats.input_layernorm.min,mlp_time_stats.input_layernorm.max,mlp_time_stats.input_layernorm.mean,mlp_time_stats.input_layernorm.median,mlp_time_stats.input_layernorm.std,mlp_time_stats.attn_pre_proj.min,mlp_time_stats.attn_pre_proj.max,mlp_time_stats.attn_pre_proj.mean,mlp_time_stats.attn_pre_proj.median,mlp_time_stats.attn_pre_proj.std,mlp_time_stats.attn_rope.min,mlp_time_stats.attn_rope.max,mlp_time_stats.attn_rope.mean,mlp_time_stats.attn_rope.median,mlp_time_stats.attn_rope.std,mlp_time_stats.attn_post_proj.min,mlp_time_stats.attn_post_proj.max,mlp_time_stats.attn_post_proj.mean,mlp_time_stats.attn_post_proj.median,mlp_time_stats.attn_post_proj.std,mlp_time_stats.post_attention_layernorm.min,mlp_time_stats.post_attention_layernorm.max,mlp_time_stats.post_attention_layernorm.mean,mlp_time_stats.post_attention_layernorm.median,mlp_time_stats.post_attention_layernorm.std,mlp_time_stats.mlp_up_proj.min,mlp_time_stats.mlp_up_proj.max,mlp_time_stats.mlp_up_proj.mean,mlp_time_stats.mlp_up_proj.median,mlp_time_stats.mlp_up_proj.std,mlp_time_stats.mlp_act.min,mlp_time_stats.mlp_act.max,mlp_time_stats.mlp_act.mean,mlp_time_stats.mlp_act.median,mlp_time_stats.mlp_act.std,mlp_time_stats.mlp_down_proj.min,mlp_time_stats.mlp_down_proj.max,mlp_time_stats.mlp_down_proj.mean,mlp_time_stats.mlp_down_proj.median,mlp_time_stats.mlp_down_proj.std,mlp_time_stats.add.min,mlp_time_stats.add.max,mlp_time_stats.add.mean,mlp_time_stats.add.median,mlp_time_stats.add.std,mlp_time_stats.attn_input_reshape.min,mlp_time_stats.attn_input_reshape.max,mlp_time_stats.attn_input_reshape.mean,mlp_time_stats.attn_input_reshape.median,mlp_time_stats.attn_input_reshape.std,mlp_time_stats.attn_kv_cache_save.min,mlp_time_stats.attn_kv_cache_save.max,mlp_time_stats.attn_kv_cache_save.mean,mlp_time_stats.attn_kv_cache_save.median,mlp_time_stats.attn_kv_cache_save.std,mlp_time_stats.attn_prefill.min,mlp_time_stats.attn_prefill.max,mlp_time_stats.attn_prefill.mean,mlp_time_stats.attn_prefill.median,mlp_time_stats.attn_prefill.std,mlp_time_stats.attn_decode.min,mlp_time_stats.attn_decode.max,mlp_time_stats.attn_decode.mean,mlp_time_stats.attn_decode.median,mlp_time_stats.attn_decode.std,mlp_time_stats.attn_output_reshape.min,mlp_time_stats.attn_output_reshape.max,mlp_time_stats.attn_output_reshape.mean,mlp_time_stats.attn_output_reshape.median,mlp_time_stats.attn_output_reshape.std,att_time_stats.emb.min,att_time_stats.emb.max,att_time_stats.emb.mean,att_time_stats.emb.median,att_time_stats.emb.std,att_time_stats.input_layernorm.min,att_time_stats.input_layernorm.max,att_time_stats.input_layernorm.mean,att_time_stats.input_layernorm.median,att_time_stats.input_layernorm.std,att_time_stats.attn_pre_proj.min,att_time_stats.attn_pre_proj.max,att_time_stats.attn_pre_proj.mean,att_time_stats.attn_pre_proj.median,att_time_stats.attn_pre_proj.std,att_time_stats.attn_rope.min,att_time_stats.attn_rope.max,att_time_stats.attn_rope.mean,att_time_stats.attn_rope.median,att_time_stats.attn_rope.std,att_time_stats.attn_post_proj.min,att_time_stats.attn_post_proj.max,att_time_stats.attn_post_proj.mean,att_time_stats.attn_post_proj.median,att_time_stats.attn_post_proj.std,att_time_stats.post_attention_layernorm.min,att_time_stats.post_attention_layernorm.max,att_time_stats.post_attention_layernorm.mean,att_time_stats.post_attention_layernorm.median,att_time_stats.post_attention_layernorm.std,att_time_stats.mlp_up_proj.min,att_time_stats.mlp_up_proj.max,att_time_stats.mlp_up_proj.mean,att_time_stats.mlp_up_proj.median,att_time_stats.mlp_up_proj.std,att_time_stats.mlp_act.min,att_time_stats.mlp_act.max,att_time_stats.mlp_act.mean,att_time_stats.mlp_act.median,att_time_stats.mlp_act.std,att_time_stats.mlp_down_proj.min,att_time_stats.mlp_down_proj.max,att_time_stats.mlp_down_proj.mean,att_time_stats.mlp_down_proj.median,att_time_stats.mlp_down_proj.std,att_time_stats.add.min,att_time_stats.add.max,att_time_stats.add.mean,att_time_stats.add.median,att_time_stats.add.std,att_time_stats.attn_input_reshape.min,att_time_stats.attn_input_reshape.max,att_time_stats.attn_input_reshape.mean,att_time_stats.attn_input_reshape.median,att_time_stats.attn_input_reshape.std,att_time_stats.attn_kv_cache_save.min,att_time_stats.attn_kv_cache_save.max,att_time_stats.attn_kv_cache_save.mean,att_time_stats.attn_kv_cache_save.median,att_time_stats.attn_kv_cache_save.std,att_time_stats.attn_prefill.min,att_time_stats.attn_prefill.max,att_time_stats.attn_prefill.mean,att_time_stats.attn_prefill.median,att_time_stats.attn_prefill.std,att_time_stats.attn_decode.min,att_time_stats.attn_decode.max,att_time_stats.attn_decode.mean,att_time_stats.attn_decode.median,att_time_stats.attn_decode.std,att_time_stats.attn_output_reshape.min,att_time_stats.attn_output_reshape.max,att_time_stats.attn_output_reshape.mean,att_time_stats.attn_output_reshape.median,att_time_stats.attn_output_reshape.std
32,32,4096,11008,32768,True,1,1,32,128,128,1,64,0,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,64,64,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,214.0,214.0,214.0,214.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,214.0,214.0,214.0,214.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,80,0,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,43.0,43.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,43.0,43.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,96,0,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,112,0,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,59.0,59.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,128,0,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,183.0,183.0,183.0,183.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,67.0,67.0,0.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,183.0,183.0,183.0,183.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,67.0,67.0,0.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,128,0,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,183.0,183.0,183.0,183.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,67.0,67.0,0.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,183.0,183.0,183.0,183.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,67.0,67.0,0.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,32,0,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,212.0,212.0,212.0,212.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,212.0,212.0,212.0,212.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,64,0,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,214.0,214.0,214.0,214.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,214.0,214.0,214.0,214.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,368.0,368.0,368.0,368.0,0.0,7.0,7.0,7.0,7.0,0.0,182.0,182.0,182.0,182.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,4096,11008,32768,True,1,1,32,128,128,1,96,0,True,AttentionBackend.FLASHINFER,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,183.0,183.0,183.0,183.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,215.0,215.0,215.0,215.0,0.0,6.0,6.0,6.0,6.0,0.0,74.0,74.0,74.0,74.0,0.0,4.0,4.0,4.0,4.0,0.0,369.0,369.0,369.0,369.0,0.0,7.0,7.0,7.0,7.0,0.0,183.0,183.0,183.0,183.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
